t,rpm,out,rpm_sp
5181600,95.02,0.0737,120.0
5181610,94.06,0.0775,120.0
5181620,91.1,0.0847,120.0
5181630,104.4,0.067,120.0
5181640,148.98,-0.0005,120.0
5181650,180.21,-0.0521,120.0
5181660,142.16,0.0005,120.0
5181670,100.47,0.0636,120.0
5181680,111.08,0.0491,120.0
5181690,106.05,0.0575,120.0
5181700,83.26,0.0943,120.0
5181710,101.3,0.0705,120.0
5181720,147.87,-0.0001,120.0
5181730,177.69,-0.0497,120.0
5181740,151.69,-0.0155,120.0
5181750,102.27,0.0583,120.0
5181760,95.05,0.0719,120.0
5181770,102.72,0.0622,120.0
5181780,95.05,0.0758,120.0
5181790,80.85,0.1005,120.0
5181800,112.14,0.056,120.0
5181810,165.63,-0.0266,120.0
5181820,175.04,-0.0465,120.0
5181830,126.56,0.0232,120.0
5181840,96.38,0.0697,120.0
5181850,100.22,0.066,120.0
5181860,96.14,0.0742,120.0
5181870,92.47,0.0824,120.0
5181880,116.6,0.0479,120.0
5181890,147.41,0.0002,120.0
5181900,175.91,-0.0472,120.0
5181910,139.69,0.0031,120.0
5181920,105.18,0.0551,120.0
5181930,108.91,0.051,120.0
5181940,107.77,0.0535,120.0
5181950,93.59,0.077,120.0
5181960,105.3,0.0615,120.0
5181970,133.52,0.0193,120.0
5181980,166.82,-0.034,120.0
5181990,150.44,-0.0137,120.0
5182000,101.73,0.0591,120.0
5182010,93.99,0.0734,120.0
5182020,97.96,0.0696,120.0
5182030,87.24,0.0884,120.0
5182040,95.03,0.0797,120.0
5182050,109.21,0.0602,120.0
5182060,154.26,-0.0086,120.0
5182070,180.5,-0.0531,120.0
5182080,143.2,-0.0016,120.0
5182090,98.82,0.0653,120.0
5182100,94.52,0.0744,120.0
5182110,94.06,0.0775,120.0
5182120,91.8,0.0837,120.0
5182130,104.72,0.0665,120.0
5182140,145.5,0.0047,120.0
5182150,180.67,-0.0527,120.0
5182160,139.71,0.0043,120.0
5182170,101.02,0.0628,120.0
5182180,111.24,0.0489,120.0
5182190,104.36,0.0602,120.0
5182200,85.4,0.0913,120.0
5182210,100.2,0.0721,120.0
5182220,148.53,-0.0011,120.0
5182230,178.08,-0.0499,120.0
5182240,154.19,-0.019,120.0
5182250,103.03,0.0572,120.0
5182260,90.15,0.0795,120.0
5182270,105.24,0.0586,120.0
5182280,95.53,0.0751,120.0
5182290,79.02,0.1034,120.0
5182300,111.81,0.0568,120.0
5182310,169.02,-0.0314,120.0
5182320,174.93,-0.0461,120.0
5182330,129.5,0.0191,120.0
5182340,95.94,0.0706,120.0
5182350,103.94,0.0608,120.0
5182360,97.29,0.0726,120.0
5182370,93.73,0.0807,120.0
5182380,113.74,0.0525,120.0
5182390,151.07,-0.005,120.0
5182400,175.14,-0.0458,120.0
5182410,138.94,0.0044,120.0
5182420,104.45,0.0564,120.0
5182430,108.98,0.0512,120.0
5182440,107.16,0.0547,120.0
5182450,94.7,0.0754,120.0
5182460,101.63,0.0673,120.0
5182470,131.92,0.0222,120.0
5182480,169.24,-0.0371,120.0
5182490,153.83,-0.0185,120.0
5182500,100.72,0.0608,120.0
5182510,90.63,0.0788,120.0
5182520,100.87,0.0654,120.0
5182530,87.57,0.0879,120.0
5182540,94.09,0.0813,120.0
5182550,112.41,0.0556,120.0
5182560,150.51,-0.0027,120.0
5182570,181.11,-0.0537,120.0
5182580,143.63,-0.0019,120.0
5182590,97.75,0.0672,120.0
5182600,93.55,0.0761,120.0
5182610,93.26,0.0789,120.0
5182620,90.58,0.0857,120.0
5182630,104.03,0.0678,120.0
5182640,145.68,0.0048,120.0
5182650,178.84,-0.0495,120.0
5182660,143.98,-0.0018,120.0
5182670,102.32,0.061,120.0
5182680,109.74,0.0513,120.0
5182690,104.58,0.0602,120.0
5182700,87.49,0.0883,120.0
5182710,100.06,0.0726,120.0
5182720,145.6,0.0037,120.0
5182730,174.82,-0.0447,120.0
5182740,151.96,-0.0153,120.0
5182750,103.25,0.0572,120.0
5182760,94.25,0.0733,120.0
5182770,103.12,0.0619,120.0
5182780,97.17,0.0728,120.0
5182790,82.03,0.0988,120.0
5182800,114.4,0.0528,120.0
5182810,168.1,-0.0301,120.0
5182820,177.62,-0.0502,120.0
5182830,128.18,0.0209,120.0
5182840,98.3,0.067,120.0
5182850,102.34,0.063,120.0
5182860,98.93,0.07,120.0
5182870,89.49,0.087,120.0
5182880,116.57,0.0482,120.0
5182890,152.28,-0.007,120.0
5182900,175.72,-0.0469,120.0
5182910,137.15,0.007,120.0
5182920,103.74,0.0574,120.0
5182930,109.92,0.0496,120.0
5182940,108.88,0.0519,120.0
5182950,93.93,0.0765,120.0
5182960,103.61,0.0642,120.0
5182970,132.03,0.0218,120.0
5182980,166.36,-0.033,120.0
5182990,153.12,-0.0175,120.0
5183000,102.92,0.0574,120.0
5183010,92.6,0.0757,120.0
5183020,99.49,0.0674,120.0
5183030,88.41,0.0867,120.0
5183040,93.11,0.0827,120.0
5183050,110.12,0.0589,120.0
5183060,149.11,-0.0007,120.0
5183070,181.13,-0.0537,120.0
5183080,146.19,-0.0058,120.0
5183090,97.03,0.0682,120.0
5183100,93.66,0.076,120.0
5183110,96.01,0.0747,120.0
5183120,92.1,0.0833,120.0
5183130,106.06,0.0646,120.0
5183140,145.15,0.0055,120.0
5183150,180.19,-0.0517,120.0
5183160,141.97,0.001,120.0
5183170,101.92,0.0615,120.0
5183180,109.99,0.051,120.0
5183190,106.41,0.0572,120.0
5183200,86.55,0.0897,120.0
5183210,102.93,0.0682,120.0
5183220,147.84,0.0002,120.0
5183230,175.61,-0.0461,120.0
5183240,152.64,-0.0165,120.0
5183250,102.94,0.0577,120.0
5183260,94.99,0.0723,120.0
5183270,102.52,0.0628,120.0
5183280,94.65,0.0766,120.0
5183290,82.78,0.0977,120.0
5183300,111.81,0.0568,120.0
5183310,164.21,-0.024,120.0
5183320,176.99,-0.049,120.0
5183330,129.47,0.0191,120.0
5183340,97.12,0.0689,120.0
5183350,104.17,0.0604,120.0
5183360,97.89,0.0718,120.0
5183370,92.38,0.0829,120.0
5183380,116.04,0.0493,120.0
5183390,150.29,-0.0036,120.0
5183400,175.11,-0.0454,120.0
5183410,141.91,0.0002,120.0
5183420,106.86,0.053,120.0
5183430,109.23,0.0508,120.0
5183440,108.29,0.0531,120.0
5183450,93.51,0.0774,120.0
5183460,101.93,0.0669,120.0
5183470,132.52,0.0214,120.0
5183480,164.57,-0.0299,120.0
5183490,156.67,-0.0225,120.0
5183500,104.4,0.0553,120.0
5183510,93.06,0.075,120.0
5183520,98.31,0.0693,120.0
5183530,90.3,0.084,120.0
5183540,90.91,0.0862,120.0
5183550,112.59,0.0554,120.0
5183560,148.61,0.0003,120.0
5183570,179.92,-0.0517,120.0
5183580,147.21,-0.0073,120.0
5183590,97.97,0.0668,120.0
5183600,94.12,0.0753,120.0
5183610,96.41,0.0742,120.0
5183620,90.32,0.0861,120.0
5183630,104.3,0.0674,120.0
5183640,145.76,0.0047,120.0
5183650,182.03,-0.0544,120.0
5183660,145.64,-0.0045,120.0
5183670,101.53,0.0621,120.0
5183680,110.08,0.0508,120.0
5183690,106.44,0.0572,120.0
5183700,86.41,0.0899,120.0
5183710,99.06,0.074,120.0
5183720,147.57,0.0006,120.0
5183730,179.38,-0.0518,120.0
5183740,154.13,-0.0189,120.0
5183750,101.96,0.0588,120.0
5183760,92.16,0.0763,120.0
5183770,102.87,0.0623,120.0
5183780,96.39,0.0739,120.0
5183790,81.79,0.0991,120.0
5183800,111.5,0.0572,120.0
5183810,166.55,-0.0276,120.0
5183820,176.68,-0.0486,120.0
5183830,129.21,0.0195,120.0
5183840,98.36,0.0669,120.0
5183850,98.55,0.069,120.0
5183860,95.77,0.0754,120.0
5183870,91.27,0.0847,120.0
5183880,111.79,0.0559,120.0
5183890,147.49,0.001,120.0
5183900,176.08,-0.0465,120.0
5183910,142.02,0.0004,120.0
5183920,105.43,0.0553,120.0
5183930,110.1,0.0499,120.0
5183940,111.65,0.0483,120.0
5183950,94.54,0.0759,120.0
5183960,101.58,0.0677,120.0
5183970,129.62,0.0261,120.0
5183980,168.53,-0.0355,120.0
5183990,154.91,-0.0197,120.0
5184000,103.47,0.0569,120.0
5184010,92.79,0.0757,120.0
5184020,99.16,0.0682,120.0
5184030,87.02,0.089,120.0
5184040,92.69,0.0836,120.0
5184050,113.32,0.0543,120.0
5184060,149.33,-0.0007,120.0
5184070,181.01,-0.0532,120.0
5184080,145.36,-0.0044,120.0
5184090,99.24,0.065,120.0
5184100,95.02,0.074,120.0
5184110,94.36,0.0774,120.0
5184120,94.68,0.0796,120.0
5184130,103.51,0.0686,120.0
5184140,143.43,0.0083,120.0
5184150,180.79,-0.0523,120.0
5184160,144.24,-0.0022,120.0
5184170,99.26,0.0656,120.0
5184180,107.73,0.0545,120.0
5184190,107.41,0.0558,120.0
5184200,86.1,0.0903,120.0
5184210,100.45,0.0717,120.0
5184220,145.4,0.0037,120.0
5184230,175.37,-0.0458,120.0
5184240,153.01,-0.017,120.0
5184250,104.97,0.0545,120.0
5184260,92.9,0.0752,120.0
5184270,103.1,0.062,120.0
5184280,96.83,0.0733,120.0
5184290,81.63,0.0993,120.0
5184300,111.45,0.0573,120.0
5184310,168.91,-0.0312,120.0
5184320,178.25,-0.0511,120.0
5184330,128.37,0.0207,120.0
5184340,95.45,0.0713,120.0
5184350,100.98,0.0653,120.0
5184360,95.83,0.075,120.0
5184370,89.93,0.0867,120.0
5184380,114.36,0.052,120.0
5184390,151.79,-0.0057,120.0
5184400,174.72,-0.0449,120.0
5184410,138.44,0.0055,120.0
5184420,103.9,0.0575,120.0
5184430,109.67,0.0502,120.0
5184440,108.43,0.0529,120.0
5184450,96.9,0.0723,120.0
5184460,101.84,0.067,120.0
5184470,132.65,0.0212,120.0
5184480,166.55,-0.033,120.0
5184490,152.43,-0.0162,120.0
5184500,104.79,0.0547,120.0
5184510,93.4,0.0745,120.0
5184520,100.57,0.0658,120.0
5184530,88.74,0.0862,120.0
5184540,94.01,0.0815,120.0
5184550,111.39,0.0571,120.0
5184560,152.58,-0.0059,120.0
5184570,180.04,-0.0521,120.0
5184580,145.93,-0.0055,120.0
5184590,97.89,0.067,120.0
5184600,95.76,0.0727,120.0
5184610,95.33,0.0757,120.0
5184620,92.19,0.0831,120.0
5184630,104.58,0.0667,120.0
5184640,145.85,0.0042,120.0
5184650,178.9,-0.0499,120.0
5184660,140.89,0.0026,120.0
5184670,101.38,0.0623,120.0
5184680,110.04,0.0509,120.0
5184690,104.14,0.0605,120.0
5184700,86.86,0.0889,120.0
5184710,102.55,0.0684,120.0
5184720,150.21,-0.0038,120.0
5184730,177.26,-0.0491,120.0
5184740,147.86,-0.0097,120.0
5184750,100.67,0.0609,120.0
5184760,96.65,0.0696,120.0
5184770,105.93,0.0573,120.0
5184780,92.23,0.0801,120.0
5184790,82.04,0.0988,120.0
5184800,113.08,0.0547,120.0
5184810,166.44,-0.0277,120.0
5184820,176.29,-0.0483,120.0
5184830,128.34,0.0207,120.0
5184840,97.79,0.0677,120.0
